Access,Start Time (UTCG),Stop Time (UTCG),Duration (sec),,
662,12 Nov 2019 21:07:33.169,12 Nov 2019 21:18:07.270,634.102,,
663,12 Nov 2019 22:44:48.707,12 Nov 2019 22:54:47.091,598.384,,
664,13 Nov 2019 00:21:43.048,13 Nov 2019 00:32:02.330,619.282,,
665,13 Nov 2019 01:58:06.978,13 Nov 2019 02:08:47.730,640.752,,
666,13 Nov 2019 03:35:11.515,13 Nov 2019 03:43:16.872,485.356,,
667,13 Nov 2019 18:38:02.221,13 Nov 2019 18:47:36.588,574.367,,
668,13 Nov 2019 20:13:31.405,13 Nov 2019 20:24:13.967,642.562,,
669,13 Nov 2019 21:50:37.409,13 Nov 2019 22:00:43.541,606.132,,
670,13 Nov 2019 23:27:44.093,13 Nov 2019 23:37:50.775,606.681,,
671,14 Nov 2019 01:04:13.264,14 Nov 2019 01:14:56.038,642.774,,
672,14 Nov 2019 02:40:51.543,14 Nov 2019 02:50:22.761,571.218,,
673,14 Nov 2019 17:45:06.672,14 Nov 2019 17:53:17.505,490.834,,
674,14 Nov 2019 19:19:39.158,14 Nov 2019 19:30:20.321,641.163,,
675,14 Nov 2019 20:56:25.736,14 Nov 2019 21:06:44.443,618.707,,
676,14 Nov 2019 22:33:40.686,14 Nov 2019 22:43:39.469,598.783,,
677,15 Nov 2019 00:10:19.942,15 Nov 2019 00:20:54.702,634.76,,
678,15 Nov 2019 01:46:46.366,15 Nov 2019 01:57:03.950,617.585,,
679,15 Nov 2019 03:25:08.879,15 Nov 2019 03:29:38.560,269.681,,
680,15 Nov 2019 16:52:54.632,15 Nov 2019 16:58:24.576,329.944,,
681,15 Nov 2019 18:25:59.566,15 Nov 2019 18:36:23.736,624.17,,
682,15 Nov 2019 20:02:16.756,15 Nov 2019 20:12:48.903,632.147,,
683,15 Nov 2019 21:39:32.874,15 Nov 2019 21:49:30.902,598.028,,
684,15 Nov 2019 23:16:24.944,15 Nov 2019 23:26:46.801,621.858,,
685,16 Nov 2019 00:52:48.720,16 Nov 2019 01:03:27.636,638.916,,
686,16 Nov 2019 02:30:00.382,16 Nov 2019 02:37:44.311,463.929,,
687,16 Nov 2019 17:32:36.435,16 Nov 2019 17:42:20.587,584.152,,
688,16 Nov 2019 19:08:13.659,16 Nov 2019 19:18:55.376,641.717,,
689,16 Nov 2019 20:45:21.906,16 Nov 2019 20:55:26.540,604.635,,
690,16 Nov 2019 22:22:26.637,16 Nov 2019 22:32:35.522,608.885,,
691,16 Nov 2019 23:58:54.612,17 Nov 2019 00:09:37.939,643.327,,
692,17 Nov 2019 01:35:36.392,17 Nov 2019 01:44:55.834,559.442,,
693,17 Nov 2019 16:39:35.933,17 Nov 2019 16:48:04.651,508.718,,
694,17 Nov 2019 18:14:19.551,17 Nov 2019 18:25:01.880,642.329,,
695,17 Nov 2019 19:51:10.096,17 Nov 2019 20:01:26.673,616.577,,
696,17 Nov 2019 21:28:23.979,17 Nov 2019 21:38:23.988,600.009,,
697,17 Nov 2019 23:05:01.311,17 Nov 2019 23:15:38.074,636.764,,
698,18 Nov 2019 00:41:29.231,18 Nov 2019 00:51:40.649,611.418,,
699,18 Nov 2019 02:20:18.267,18 Nov 2019 02:23:43.493,205.226,,
700,18 Nov 2019 15:47:13.430,18 Nov 2019 15:53:20.406,366.977,,
701,18 Nov 2019 17:20:37.537,18 Nov 2019 17:31:05.930,628.393,,
702,18 Nov 2019 18:57:00.422,18 Nov 2019 19:07:30.553,630.132,,
703,18 Nov 2019 20:34:16.852,18 Nov 2019 20:44:14.804,597.952,,
704,18 Nov 2019 22:11:06.661,18 Nov 2019 22:21:31.108,624.446,,
705,18 Nov 2019 23:47:30.519,18 Nov 2019 23:58:07.045,636.526,,
706,19 Nov 2019 01:24:50.431,19 Nov 2019 01:32:10.152,439.721,,
707,19 Nov 2019 16:27:11.217,19 Nov 2019 16:37:04.154,592.937,,
708,19 Nov 2019 18:02:56.094,19 Nov 2019 18:13:36.738,640.644,,
709,19 Nov 2019 19:40:06.281,19 Nov 2019 19:50:09.634,603.354,,
710,19 Nov 2019 21:17:08.954,19 Nov 2019 21:27:20.206,611.251,,
711,19 Nov 2019 22:53:35.922,19 Nov 2019 23:04:19.445,643.523,,
712,20 Nov 2019 00:30:21.723,20 Nov 2019 00:39:27.978,546.256,,
713,20 Nov 2019 15:34:06.135,20 Nov 2019 15:42:50.981,524.847,,
714,20 Nov 2019 17:09:00.217,20 Nov 2019 17:19:43.311,643.094,,
715,20 Nov 2019 18:45:54.417,20 Nov 2019 18:56:08.964,614.547,,
716,20 Nov 2019 20:23:07.038,20 Nov 2019 20:33:08.515,601.477,,
717,20 Nov 2019 21:59:42.557,20 Nov 2019 22:10:21.141,638.584,,
718,20 Nov 2019 23:36:12.302,20 Nov 2019 23:46:16.672,604.37,,
719,21 Nov 2019 01:15:48.857,21 Nov 2019 01:17:26.782,97.925,,
720,21 Nov 2019 14:41:34.874,21 Nov 2019 14:48:13.677,398.803,,
721,21 Nov 2019 16:15:15.869,21 Nov 2019 16:25:47.897,632.028,,
722,21 Nov 2019 17:51:44.161,21 Nov 2019 18:02:12.216,628.055,,
723,21 Nov 2019 19:29:00.622,21 Nov 2019 19:38:58.768,598.145,,
724,21 Nov 2019 21:05:48.196,21 Nov 2019 21:16:15.211,627.015,,
725,21 Nov 2019 22:42:12.384,21 Nov 2019 22:52:45.917,633.532,,
726,22 Nov 2019 00:19:41.916,22 Nov 2019 00:26:34.088,412.172,,
727,22 Nov 2019 15:21:46.503,22 Nov 2019 15:31:47.327,600.823,,
728,22 Nov 2019 16:57:38.683,22 Nov 2019 17:08:18.039,639.356,,
729,22 Nov 2019 18:34:50.513,22 Nov 2019 18:44:52.798,602.285,,
730,22 Nov 2019 20:11:51.059,22 Nov 2019 20:22:04.787,613.728,,
731,22 Nov 2019 21:48:17.205,22 Nov 2019 21:59:00.518,643.313,,
732,22 Nov 2019 23:25:07.590,22 Nov 2019 23:33:59.118,531.528,,
733,23 Nov 2019 14:28:37.150,23 Nov 2019 14:37:36.598,539.448,,
734,23 Nov 2019 16:03:41.127,23 Nov 2019 16:14:24.613,643.486,,
735,23 Nov 2019 17:40:38.690,23 Nov 2019 17:50:51.313,612.624,,
736,23 Nov 2019 19:17:49.874,23 Nov 2019 19:27:53.027,603.153,,
737,23 Nov 2019 20:54:23.702,23 Nov 2019 21:05:03.881,640.179,,
738,23 Nov 2019 22:30:55.611,23 Nov 2019 22:40:51.980,596.369,,
739,24 Nov 2019 13:35:58.339,24 Nov 2019 13:43:05.036,426.697,,
740,24 Nov 2019 15:09:54.543,24 Nov 2019 15:20:29.639,635.096,,
741,24 Nov 2019 16:46:27.943,24 Nov 2019 16:56:53.888,625.944,,
742,24 Nov 2019 18:23:44.190,24 Nov 2019 18:33:42.770,598.58,,
743,24 Nov 2019 20:00:29.573,24 Nov 2019 20:10:59.080,629.506,,
744,24 Nov 2019 21:36:54.329,24 Nov 2019 21:47:24.225,629.896,,
745,24 Nov 2019 23:14:35.207,24 Nov 2019 23:20:55.740,380.533,,
746,25 Nov 2019 12:44:40.434,25 Nov 2019 12:47:22.121,161.687,,
747,25 Nov 2019 14:16:22.265,25 Nov 2019 14:26:30.154,607.889,,
748,25 Nov 2019 15:52:21.417,25 Nov 2019 16:02:59.298,637.881,,
749,25 Nov 2019 17:29:34.605,25 Nov 2019 17:39:36.025,601.42,,
750,25 Nov 2019 19:06:32.962,25 Nov 2019 19:16:49.229,616.267,,
751,25 Nov 2019 20:42:58.466,25 Nov 2019 20:53:41.139,642.673,,
752,25 Nov 2019 22:19:54.068,25 Nov 2019 22:28:29.158,515.09,,
753,26 Nov 2019 13:23:08.905,26 Nov 2019 13:32:21.590,552.685,,
754,26 Nov 2019 14:58:22.266,26 Nov 2019 15:09:05.801,643.535,,
755,26 Nov 2019 16:35:22.911,26 Nov 2019 16:45:33.707,610.796,,
756,26 Nov 2019 18:12:32.495,26 Nov 2019 18:22:37.495,605.001,,
757,26 Nov 2019 19:49:04.760,26 Nov 2019 19:59:46.268,641.508,,
758,26 Nov 2019 21:25:39.187,26 Nov 2019 21:35:26.538,587.35,,
759,27 Nov 2019 12:30:23.421,27 Nov 2019 12:37:54.889,451.468,,
760,27 Nov 2019 14:04:33.540,27 Nov 2019 14:15:11.191,637.65,,
761,27 Nov 2019 15:41:11.763,27 Nov 2019 15:51:35.570,623.807,,
762,27 Nov 2019 17:18:27.562,27 Nov 2019 17:28:26.793,599.231,,
763,27 Nov 2019 18:55:10.807,27 Nov 2019 19:05:42.693,631.886,,
764,27 Nov 2019 20:31:36.378,27 Nov 2019 20:42:01.951,625.573,,
765,27 Nov 2019 22:09:30.884,27 Nov 2019 22:15:14.526,343.642,,
766,28 Nov 2019 11:38:38.794,28 Nov 2019 11:42:36.893,238.098,,
767,28 Nov 2019 13:10:58.476,28 Nov 2019 13:21:12.660,614.184,,
768,28 Nov 2019 14:47:04.286,28 Nov 2019 14:57:40.521,636.235,,
769,28 Nov 2019 16:24:18.562,28 Nov 2019 16:34:19.307,600.745,,
770,28 Nov 2019 18:01:14.678,28 Nov 2019 18:11:33.521,618.843,,
771,28 Nov 2019 19:37:39.735,28 Nov 2019 19:48:21.288,641.554,,
772,28 Nov 2019 21:14:41.247,28 Nov 2019 21:22:58.007,496.76,,
773,29 Nov 2019 12:17:41.336,29 Nov 2019 12:27:06.050,564.715,,
774,29 Nov 2019 13:53:03.629,29 Nov 2019 14:03:46.887,643.258,,
775,29 Nov 2019 15:30:07.067,29 Nov 2019 15:40:16.142,609.075,,
776,29 Nov 2019 17:07:14.916,29 Nov 2019 17:17:21.902,606.986,,
777,29 Nov 2019 18:43:45.751,29 Nov 2019 18:54:28.281,642.53,,
778,29 Nov 2019 20:20:23.071,29 Nov 2019 20:30:00.306,577.235,,
779,30 Nov 2019 11:24:49.871,30 Nov 2019 11:32:43.514,473.644,,
780,30 Nov 2019 12:59:12.850,30 Nov 2019 13:09:52.574,639.724,,
781,30 Nov 2019 14:35:55.623,30 Nov 2019 14:46:17.266,621.643,,
782,30 Nov 2019 16:13:10.746,30 Nov 2019 16:23:10.818,600.072,,
783,30 Nov 2019 17:49:51.918,30 Nov 2019 18:00:26.041,634.123,,
784,30 Nov 2019 19:26:18.557,30 Nov 2019 19:36:39.079,620.523,,
785,30 Nov 2019 21:04:29.924,30 Nov 2019 21:09:29.454,299.529,,
786,1 Dec 2019 10:32:48.039,1 Dec 2019 10:37:40.930,292.891,,
787,1 Dec 2019 12:05:35.118,1 Dec 2019 12:15:54.895,619.777,,
788,1 Dec 2019 13:41:47.286,1 Dec 2019 13:52:21.711,634.425,,
789,1 Dec 2019 15:19:02.379,1 Dec 2019 15:29:02.628,600.248,,
790,1 Dec 2019 16:55:56.237,1 Dec 2019 17:06:17.637,621.4,,
791,1 Dec 2019 18:32:21.022,1 Dec 2019 18:43:00.965,639.943,,
792,1 Dec 2019 20:09:29.255,1 Dec 2019 20:17:25.546,476.291,,
793,2 Dec 2019 11:12:14.400,2 Dec 2019 11:21:50.034,575.633,,
794,2 Dec 2019 12:47:45.219,2 Dec 2019 12:58:27.893,642.674,,
795,2 Dec 2019 14:24:51.172,2 Dec 2019 14:34:58.627,607.455,,
796,2 Dec 2019 16:01:57.159,2 Dec 2019 16:12:06.227,609.068,,
797,2 Dec 2019 17:38:26.693,2 Dec 2019 17:49:09.919,643.226,,
798,2 Dec 2019 19:15:07.290,2 Dec 2019 19:24:33.259,565.968,,
799,3 Dec 2019 10:19:17.494,3 Dec 2019 10:27:31.138,493.643,,
800,3 Dec 2019 11:53:52.477,3 Dec 2019 12:04:33.801,641.324,,
801,3 Dec 2019 13:30:39.523,3 Dec 2019 13:40:58.990,619.468,,
802,3 Dec 2019 15:07:53.770,3 Dec 2019 15:17:54.847,601.077,,
803,3 Dec 2019 16:44:32.931,3 Dec 2019 16:55:09.105,636.173,,
804,3 Dec 2019 18:21:00.883,3 Dec 2019 18:31:15.597,614.714,,
805,3 Dec 2019 19:59:34.268,3 Dec 2019 20:03:38.602,244.334,,
806,4 Dec 2019 09:27:02.793,4 Dec 2019 09:32:39.654,336.861,,
807,4 Dec 2019 11:00:12.181,4 Dec 2019 11:10:36.888,624.707,,
808,4 Dec 2019 12:36:30.426,4 Dec 2019 12:47:02.887,632.461,,
809,4 Dec 2019 14:13:46.071,4 Dec 2019 14:23:45.990,599.92,,
810,4 Dec 2019 15:50:37.660,4 Dec 2019 16:01:01.568,623.907,,
811,4 Dec 2019 17:27:02.354,4 Dec 2019 17:37:40.162,637.808,,
812,4 Dec 2019 19:04:18.243,4 Dec 2019 19:11:51.652,453.409,,
813,5 Dec 2019 10:06:48.073,5 Dec 2019 10:16:33.606,585.532,,
814,5 Dec 2019 11:42:27.030,5 Dec 2019 11:53:08.837,641.807,,
815,5 Dec 2019 13:19:35.231,5 Dec 2019 13:29:41.167,605.936,,
816,5 Dec 2019 14:56:39.250,5 Dec 2019 15:06:50.465,611.214,,
817,5 Dec 2019 16:33:07.615,5 Dec 2019 16:43:51.184,643.569,,
818,5 Dec 2019 18:09:51.912,5 Dec 2019 18:19:05.374,553.462,,
819,6 Dec 2019 09:13:46.181,6 Dec 2019 09:22:17.914,511.733,,
820,6 Dec 2019 10:48:32.418,6 Dec 2019 10:59:14.912,642.494,,
821,6 Dec 2019 12:25:23.470,6 Dec 2019 12:35:40.747,617.277,,
822,6 Dec 2019 14:02:36.638,6 Dec 2019 14:12:38.863,602.225,,
823,6 Dec 2019 15:39:13.872,6 Dec 2019 15:49:51.882,638.01,,
824,6 Dec 2019 17:15:43.391,6 Dec 2019 17:25:51.511,608.12,,
825,6 Dec 2019 18:54:49.248,6 Dec 2019 18:57:36.658,167.41,,
826,7 Dec 2019 08:21:21.133,7 Dec 2019 08:27:35.029,373.897,,
827,7 Dec 2019 09:54:49.670,7 Dec 2019 10:05:18.672,629.002,,
828,7 Dec 2019 11:31:13.706,7 Dec 2019 11:41:44.067,630.361,,
829,7 Dec 2019 13:08:29.660,7 Dec 2019 13:18:29.399,599.74,,
830,7 Dec 2019 14:45:18.975,7 Dec 2019 14:55:45.318,626.343,,
831,7 Dec 2019 16:21:43.763,7 Dec 2019 16:32:18.886,635.123,,
832,7 Dec 2019 17:59:08.423,7 Dec 2019 18:06:16.131,427.708,,
833,8 Dec 2019 09:01:22.342,8 Dec 2019 09:11:16.820,594.479,,
834,8 Dec 2019 10:37:09.077,8 Dec 2019 10:47:49.742,640.666,,
835,8 Dec 2019 12:14:19.255,8 Dec 2019 12:24:23.771,604.516,,
836,8 Dec 2019 13:51:21.209,8 Dec 2019 14:01:34.616,613.408,,
837,8 Dec 2019 15:27:48.542,8 Dec 2019 15:38:32.073,643.531,,
838,8 Dec 2019 17:04:36.997,8 Dec 2019 17:13:36.620,539.623,,
839,9 Dec 2019 08:08:15.837,9 Dec 2019 08:17:03.977,528.14,,
840,9 Dec 2019 09:43:12.689,9 Dec 2019 09:53:55.927,643.238,,
841,9 Dec 2019 11:20:07.479,9 Dec 2019 11:30:22.562,615.084,,
842,9 Dec 2019 12:57:19.384,9 Dec 2019 13:07:22.880,603.496,,
843,9 Dec 2019 14:33:54.769,9 Dec 2019 14:44:34.387,639.618,,
844,9 Dec 2019 16:10:26.124,9 Dec 2019 16:20:26.820,600.697,,
845,10 Dec 2019 07:15:42.119,10 Dec 2019 07:22:28.034,405.915,,
846,10 Dec 2019 08:49:27.591,10 Dec 2019 09:00:00.286,632.695,,
847,10 Dec 2019 10:25:57.140,10 Dec 2019 10:36:25.275,628.135,,
848,10 Dec 2019 12:03:13.163,10 Dec 2019 12:13:12.865,599.702,,
849,10 Dec 2019 13:40:00.209,10 Dec 2019 13:50:28.890,628.681,,
850,10 Dec 2019 15:16:25.279,10 Dec 2019 15:26:57.148,631.869,,
851,10 Dec 2019 16:54:00.087,10 Dec 2019 17:00:38.746,398.659,,
852,11 Dec 2019 06:25:08.726,11 Dec 2019 06:26:01.332,52.606,,
853,11 Dec 2019 07:55:57.206,11 Dec 2019 08:05:59.733,602.528,,
854,11 Dec 2019 09:31:51.374,11 Dec 2019 09:42:30.634,639.261,,
855,11 Dec 2019 11:09:03.257,11 Dec 2019 11:19:06.460,603.202,,
856,11 Dec 2019 12:46:03.058,11 Dec 2019 12:56:18.686,615.628,,
857,11 Dec 2019 14:22:29.505,11 Dec 2019 14:33:12.596,643.091,,
858,11 Dec 2019 15:59:22.618,11 Dec 2019 16:08:06.962,524.344,,
859,12 Dec 2019 07:02:46.417,12 Dec 2019 07:11:49.428,543.012,,
860,12 Dec 2019 08:37:53.297,12 Dec 2019 08:48:36.873,643.576,,
861,12 Dec 2019 10:14:51.544,12 Dec 2019 10:25:04.454,612.91,,
862,12 Dec 2019 11:52:02.030,12 Dec 2019 12:02:06.907,604.876,,
863,12 Dec 2019 13:28:35.655,12 Dec 2019 13:39:16.624,640.969,,
864,12 Dec 2019 15:05:09.125,12 Dec 2019 15:15:01.524,592.4,,
865,13 Dec 2019 06:10:05.227,13 Dec 2019 06:17:19.260,434.033,,
866,13 Dec 2019 07:44:05.960,13 Dec 2019 07:54:41.759,635.799,,
867,13 Dec 2019 09:20:40.736,13 Dec 2019 09:31:06.534,625.798,,
868,13 Dec 2019 10:57:56.586,13 Dec 2019 11:07:56.398,599.812,,
869,13 Dec 2019 12:34:41.388,13 Dec 2019 12:45:12.287,630.899,,
870,13 Dec 2019 14:11:06.933,13 Dec 2019 14:21:34.952,628.018,,
871,13 Dec 2019 15:48:53.652,13 Dec 2019 15:54:59.107,365.455,,
872,14 Dec 2019 05:18:36.996,14 Dec 2019 05:21:45.725,188.729,,
873,14 Dec 2019 06:50:32.651,14 Dec 2019 07:00:42.390,609.739,,
874,14 Dec 2019 08:26:33.930,14 Dec 2019 08:37:11.539,637.61,,
875,14 Dec 2019 10:03:47.246,14 Dec 2019 10:13:49.244,601.998,,
876,14 Dec 2019 11:40:44.831,14 Dec 2019 11:51:02.676,617.845,,
877,14 Dec 2019 13:17:10.527,14 Dec 2019 13:27:52.777,642.25,,
878,14 Dec 2019 14:54:08.871,14 Dec 2019 15:02:36.359,507.488,,
879,15 Dec 2019 05:57:17.866,15 Dec 2019 06:06:34.359,556.493,,
880,15 Dec 2019 07:32:34.260,15 Dec 2019 07:43:17.790,643.53,,
881,15 Dec 2019 09:09:35.692,15 Dec 2019 09:19:46.450,610.758,,
882,15 Dec 2019 10:46:44.581,15 Dec 2019 10:56:50.940,606.36,,
883,15 Dec 2019 12:23:16.545,15 Dec 2019 12:33:58.607,642.063,,
884,15 Dec 2019 13:59:52.427,15 Dec 2019 14:09:35.618,583.192,,
885,16 Dec 2019 05:04:30.113,16 Dec 2019 05:12:09.086,458.974,,
886,16 Dec 2019 06:38:44.779,16 Dec 2019 06:49:23.128,638.35,,
887,16 Dec 2019 08:15:24.499,16 Dec 2019 08:25:47.870,623.371,,
888,16 Dec 2019 09:52:39.948,16 Dec 2019 10:02:40.014,600.067,,
889,16 Dec 2019 11:29:22.538,16 Dec 2019 11:39:55.525,632.987,,
890,16 Dec 2019 13:05:48.758,16 Dec 2019 13:16:12.309,623.551,,
891,16 Dec 2019 14:43:49.787,16 Dec 2019 14:49:16.605,326.818,,
892,17 Dec 2019 04:12:38.623,17 Dec 2019 04:16:57.184,258.561,,
893,17 Dec 2019 05:45:08.695,17 Dec 2019 05:55:24.822,616.127,,
894,17 Dec 2019 07:21:16.750,17 Dec 2019 07:31:52.489,635.74,,
895,17 Dec 2019 08:58:31.235,17 Dec 2019 09:08:32.154,600.919,,
896,17 Dec 2019 10:35:26.546,17 Dec 2019 10:45:46.606,620.06,,
897,17 Dec 2019 12:11:51.648,17 Dec 2019 12:22:32.612,640.964,,
898,17 Dec 2019 13:48:55.855,17 Dec 2019 13:57:04.743,488.888,,
899,18 Dec 2019 04:51:50.163,18 Dec 2019 05:01:18.845,568.682,,
900,18 Dec 2019 06:27:15.586,18 Dec 2019 06:37:58.691,643.106,,
901,18 Dec 2019 08:04:19.911,18 Dec 2019 08:14:28.563,608.651,,
902,18 Dec 2019 09:41:27.072,18 Dec 2019 09:51:35.000,607.928,,
903,18 Dec 2019 11:17:57.479,18 Dec 2019 11:28:40.337,642.858,,
904,18 Dec 2019 12:54:36.097,18 Dec 2019 13:04:09.096,572.999,,
905,19 Dec 2019 03:58:56.545,19 Dec 2019 04:06:57.786,481.242,,
906,19 Dec 2019 05:33:24.065,19 Dec 2019 05:44:04.424,640.359,,
907,19 Dec 2019 07:10:08.443,19 Dec 2019 07:20:29.312,620.869,,
908,19 Dec 2019 08:47:23.259,19 Dec 2019 08:57:23.729,600.471,,
909,19 Dec 2019 10:24:03.683,19 Dec 2019 10:34:38.607,634.924,,
910,19 Dec 2019 12:00:30.792,19 Dec 2019 12:10:49.229,618.437,,
911,19 Dec 2019 13:38:49.636,19 Dec 2019 13:43:30.134,280.497,,
912,20 Dec 2019 03:06:49.369,20 Dec 2019 03:11:59.954,310.585,,
913,20 Dec 2019 04:39:45.331,20 Dec 2019 04:50:07.076,621.745,,
914,20 Dec 2019 06:15:59.846,20 Dec 2019 06:26:33.505,633.659,,
915,20 Dec 2019 07:53:15.220,20 Dec 2019 08:03:15.201,599.981,,
916,20 Dec 2019 09:30:08.222,20 Dec 2019 09:40:30.476,622.254,,
917,20 Dec 2019 11:06:32.888,20 Dec 2019 11:17:12.124,639.236,,
918,20 Dec 2019 12:43:43.722,20 Dec 2019 12:51:32.022,468.299,,
919,21 Dec 2019 03:46:23.281,21 Dec 2019 03:56:02.950,579.669,,
920,21 Dec 2019 05:21:57.284,21 Dec 2019 05:32:39.617,642.334,,
921,21 Dec 2019 06:59:04.215,21 Dec 2019 07:09:10.833,606.618,,
922,21 Dec 2019 08:36:09.504,21 Dec 2019 08:46:19.104,609.6,,
923,21 Dec 2019 10:12:38.471,21 Dec 2019 10:23:21.835,643.364,,
924,21 Dec 2019 11:49:20.178,21 Dec 2019 11:58:41.954,561.776,,
925,22 Dec 2019 02:53:24.368,22 Dec 2019 03:01:45.544,501.175,,
926,22 Dec 2019 04:28:03.821,22 Dec 2019 04:38:45.678,641.857,,
927,22 Dec 2019 06:04:52.561,22 Dec 2019 06:15:10.888,618.326,,
928,22 Dec 2019 07:42:06.526,22 Dec 2019 07:52:07.559,601.034,,
929,22 Dec 2019 09:18:44.841,22 Dec 2019 09:29:21.544,636.704,,
930,22 Dec 2019 10:55:13.072,22 Dec 2019 11:05:25.713,612.641,,
931,22 Dec 2019 12:33:55.637,22 Dec 2019 12:37:37.313,221.676,,
932,23 Dec 2019 02:01:05.279,23 Dec 2019 02:06:58.041,352.762,,
933,23 Dec 2019 03:34:22.565,23 Dec 2019 03:44:49.188,626.623,,
934,23 Dec 2019 05:10:43.222,23 Dec 2019 05:21:14.618,631.396,,
935,23 Dec 2019 06:47:59.201,23 Dec 2019 06:57:58.411,599.21,,
936,23 Dec 2019 08:24:49.875,23 Dec 2019 08:35:14.296,624.421,,
937,23 Dec 2019 10:01:14.274,23 Dec 2019 10:11:51.315,637.041,,
938,23 Dec 2019 11:38:32.632,23 Dec 2019 11:45:58.077,445.446,,
939,24 Dec 2019 02:40:57.196,24 Dec 2019 02:50:46.716,589.519,,
940,24 Dec 2019 04:16:39.349,24 Dec 2019 04:27:20.589,641.241,,
941,24 Dec 2019 05:53:48.592,24 Dec 2019 06:03:53.274,604.681,,
942,24 Dec 2019 07:30:51.886,24 Dec 2019 07:41:03.249,611.363,,
943,24 Dec 2019 09:07:19.549,24 Dec 2019 09:18:03.108,643.559,,
944,24 Dec 2019 10:44:04.749,24 Dec 2019 10:53:14.161,549.412,,
945,25 Dec 2019 01:47:53.459,25 Dec 2019 01:56:32.516,519.057,,
946,25 Dec 2019 03:22:44.043,25 Dec 2019 03:33:26.907,642.863,,
947,25 Dec 2019 04:59:36.847,25 Dec 2019 05:09:52.618,615.771,,
948,25 Dec 2019 06:36:49.743,25 Dec 2019 06:46:51.511,601.768,,
949,25 Dec 2019 08:13:26.028,25 Dec 2019 08:24:04.339,638.31,,
950,25 Dec 2019 09:49:55.625,25 Dec 2019 10:00:01.760,606.134,,
951,25 Dec 2019 11:29:15.650,25 Dec 2019 11:31:30.321,134.672,,
952,26 Dec 2019 00:55:24.733,26 Dec 2019 01:01:53.062,388.329,,
953,26 Dec 2019 02:29:00.387,26 Dec 2019 02:39:31.175,630.788,,
954,26 Dec 2019 04:05:26.857,26 Dec 2019 04:15:55.852,628.995,,
955,26 Dec 2019 05:42:43.182,26 Dec 2019 05:52:41.798,598.617,,
956,26 Dec 2019 07:19:31.514,26 Dec 2019 07:29:58.076,626.562,,
957,26 Dec 2019 08:55:55.840,26 Dec 2019 09:06:30.189,634.349,,
958,26 Dec 2019 10:33:22.822,26 Dec 2019 10:40:22.704,419.881,,
959,27 Dec 2019 01:35:31.887,27 Dec 2019 01:45:30.186,598.299,,
960,27 Dec 2019 03:11:21.775,27 Dec 2019 03:22:01.631,639.857,,
961,27 Dec 2019 04:48:33.031,27 Dec 2019 04:58:35.912,602.881,,
962,27 Dec 2019 06:25:34.227,27 Dec 2019 06:35:47.445,613.219,,
963,27 Dec 2019 08:02:00.727,27 Dec 2019 08:12:44.148,643.421,,
964,27 Dec 2019 09:38:49.865,27 Dec 2019 09:47:45.679,535.814,,
965,28 Dec 2019 00:42:23.704,28 Dec 2019 00:51:18.810,535.106,,
966,28 Dec 2019 02:17:24.731,28 Dec 2019 02:28:08.136,643.406,,
967,28 Dec 2019 03:54:21.288,28 Dec 2019 04:04:34.532,613.245,,
968,28 Dec 2019 05:31:32.918,28 Dec 2019 05:41:35.602,602.684,,
969,28 Dec 2019 07:08:07.259,28 Dec 2019 07:18:46.997,639.738,,
970,28 Dec 2019 08:44:38.501,28 Dec 2019 08:54:37.353,598.852,,
971,28 Dec 2019 23:49:46.897,28 Dec 2019 23:56:45.869,418.972,,
972,29 Dec 2019 01:23:38.785,29 Dec 2019 01:34:13.066,634.281,,
973,29 Dec 2019 03:00:10.748,29 Dec 2019 03:10:37.229,626.481,,
974,29 Dec 2019 04:37:27.139,29 Dec 2019 04:47:25.377,598.238,,
975,29 Dec 2019 06:14:13.146,29 Dec 2019 06:24:41.804,628.658,,
976,29 Dec 2019 07:50:37.599,29 Dec 2019 08:01:08.732,631.133,,
977,29 Dec 2019 09:28:14.603,29 Dec 2019 09:34:45.621,391.018,,
978,29 Dec 2019 22:58:40.288,29 Dec 2019 23:00:52.414,132.127,,
979,30 Dec 2019 00:30:07.316,30 Dec 2019 00:40:13.408,606.092,,
980,30 Dec 2019 02:06:04.556,30 Dec 2019 02:16:42.763,638.207,,
981,30 Dec 2019 03:43:17.515,30 Dec 2019 03:53:18.767,601.253,,
982,30 Dec 2019 05:20:16.525,30 Dec 2019 05:30:31.692,615.167,,
983,30 Dec 2019 06:56:42.020,30 Dec 2019 07:07:24.949,642.929,,
984,30 Dec 2019 08:33:35.619,30 Dec 2019 08:42:16.438,520.819,,
985,30 Dec 2019 23:36:55.034,30 Dec 2019 23:46:04.518,549.484,,
986,31 Dec 2019 01:12:05.865,31 Dec 2019 01:22:49.383,643.517,,
987,31 Dec 2019 02:49:05.859,31 Dec 2019 02:59:16.647,610.788,,
988,31 Dec 2019 04:26:16.039,31 Dec 2019 04:36:19.833,603.795,,
989,31 Dec 2019 06:02:48.543,31 Dec 2019 06:13:29.513,640.97,,
990,31 Dec 2019 07:39:21.735,31 Dec 2019 07:49:12.468,590.734,,
991,31 Dec 2019 22:44:11.247,31 Dec 2019 22:51:36.983,445.737,,
992,1 Jan 2020 00:18:17.742,1 Jan 2020 00:28:54.879,637.137,,
993,1 Jan 2020 01:54:54.866,1 Jan 2020 02:05:18.769,623.904,,
