Access,Start Time (UTCG),Stop Time (UTCG),Duration (sec),,
330,24 Sep 2019 16:20:13.037,24 Sep 2019 16:30:55.007,641.97,,
331,24 Sep 2019 17:57:20.886,24 Sep 2019 18:07:27.084,606.198,,
332,24 Sep 2019 19:34:25.227,24 Sep 2019 19:44:36.117,610.89,,
333,24 Sep 2019 21:10:53.779,24 Sep 2019 21:21:37.321,643.541,,
334,24 Sep 2019 22:47:37.474,24 Sep 2019 22:56:52.995,555.521,,
335,25 Sep 2019 13:51:34.245,25 Sep 2019 14:00:03.176,508.931,,
336,25 Sep 2019 15:26:18.720,25 Sep 2019 15:37:01.053,642.334,,
337,25 Sep 2019 17:03:09.140,25 Sep 2019 17:13:26.782,617.642,,
338,25 Sep 2019 18:40:22.489,25 Sep 2019 18:50:24.541,602.053,,
339,25 Sep 2019 20:17:00.032,25 Sep 2019 20:27:37.770,637.738,,
340,25 Sep 2019 21:53:29.297,25 Sep 2019 22:03:38.512,609.215,,
341,25 Sep 2019 23:32:28.793,25 Sep 2019 23:35:30.890,182.097,,
342,26 Sep 2019 12:59:10.720,26 Sep 2019 13:05:19.040,368.319,,
343,26 Sep 2019 14:32:36.354,26 Sep 2019 14:43:04.706,628.352,,
344,26 Sep 2019 16:08:59.479,26 Sep 2019 16:19:30.191,630.712,,
345,26 Sep 2019 17:46:15.396,26 Sep 2019 17:56:15.167,599.771,,
346,26 Sep 2019 19:23:05.076,26 Sep 2019 19:33:31.044,625.967,,
347,26 Sep 2019 20:59:29.843,26 Sep 2019 21:10:05.429,635.586,,
348,26 Sep 2019 22:36:53.029,26 Sep 2019 22:44:05.029,432,,
349,27 Sep 2019 13:39:09.528,27 Sep 2019 13:49:02.634,593.106,,
350,27 Sep 2019 15:14:55.042,27 Sep 2019 15:25:35.909,640.867,,
351,27 Sep 2019 16:52:04.921,27 Sep 2019 17:02:09.662,604.741,,
352,27 Sep 2019 18:29:07.207,27 Sep 2019 18:39:20.270,613.063,,
353,27 Sep 2019 20:05:34.701,27 Sep 2019 20:16:18.264,643.563,,
354,27 Sep 2019 21:42:22.462,27 Sep 2019 21:51:24.382,541.92,,
355,28 Sep 2019 12:46:03.733,28 Sep 2019 12:54:49.361,525.629,,
356,28 Sep 2019 14:20:58.932,28 Sep 2019 14:31:42.078,643.146,,
357,28 Sep 2019 15:57:53.144,28 Sep 2019 16:08:08.575,615.431,,
358,28 Sep 2019 17:35:05.263,28 Sep 2019 17:45:08.546,603.283,,
359,28 Sep 2019 19:11:40.937,28 Sep 2019 19:22:20.313,639.376,,
360,28 Sep 2019 20:48:11.978,28 Sep 2019 20:58:13.920,601.942,,
361,28 Sep 2019 22:28:29.999,28 Sep 2019 22:28:42.350,12.351,,
362,29 Sep 2019 11:53:31.303,29 Sep 2019 12:00:12.409,401.106,,
363,29 Sep 2019 13:27:14.200,29 Sep 2019 13:37:46.349,632.149,,
364,29 Sep 2019 15:03:42.891,29 Sep 2019 15:14:11.384,628.494,,
365,29 Sep 2019 16:40:58.923,29 Sep 2019 16:50:58.610,599.687,,
366,29 Sep 2019 18:17:46.329,29 Sep 2019 18:28:14.637,628.308,,
367,29 Sep 2019 19:54:11.336,29 Sep 2019 20:04:43.767,632.431,,
368,29 Sep 2019 21:31:44.404,29 Sep 2019 21:38:27.981,403.576,,
369,30 Sep 2019 12:33:44.292,30 Sep 2019 12:43:45.603,601.311,,
370,30 Sep 2019 14:09:37.303,30 Sep 2019 14:20:16.798,639.495,,
371,30 Sep 2019 15:46:48.937,30 Sep 2019 15:56:52.325,603.388,,
372,30 Sep 2019 17:23:49.085,30 Sep 2019 17:34:04.345,615.259,,
373,30 Sep 2019 19:00:15.658,30 Sep 2019 19:10:58.846,643.189,,
374,30 Sep 2019 20:37:07.976,30 Sep 2019 20:45:54.887,526.911,,
375,1 Oct 2019 11:40:34.163,1 Oct 2019 11:49:34.922,540.758,,
376,1 Oct 2019 13:15:39.487,1 Oct 2019 13:26:23.035,643.548,,
377,1 Oct 2019 14:52:37.210,1 Oct 2019 15:02:50.446,613.236,,
378,1 Oct 2019 16:29:47.937,1 Oct 2019 16:39:52.564,604.627,,
379,1 Oct 2019 18:06:21.831,1 Oct 2019 18:17:02.594,640.763,,
380,1 Oct 2019 19:42:54.927,1 Oct 2019 19:52:48.732,593.806,,
381,2 Oct 2019 10:47:54.094,2 Oct 2019 10:55:03.919,429.825,,
382,2 Oct 2019 12:21:52.500,2 Oct 2019 12:32:27.852,635.352,,
383,2 Oct 2019 13:58:26.472,2 Oct 2019 14:08:52.631,626.159,,
384,2 Oct 2019 15:35:42.374,2 Oct 2019 15:45:42.126,599.752,,
385,2 Oct 2019 17:12:27.528,2 Oct 2019 17:22:58.066,630.539,,
386,2 Oct 2019 18:48:52.966,2 Oct 2019 18:59:21.654,628.688,,
387,2 Oct 2019 20:26:37.597,2 Oct 2019 20:32:48.769,371.173,,
388,3 Oct 2019 09:56:30.871,3 Oct 2019 09:59:25.656,174.786,,
389,3 Oct 2019 11:28:19.647,3 Oct 2019 11:38:28.312,608.666,,
390,3 Oct 2019 13:04:19.823,3 Oct 2019 13:14:57.701,637.878,,
391,3 Oct 2019 14:41:32.944,3 Oct 2019 14:51:35.088,602.143,,
392,3 Oct 2019 16:18:30.886,3 Oct 2019 16:28:48.346,617.46,,
393,3 Oct 2019 17:54:56.675,3 Oct 2019 18:05:39.093,642.418,,
394,3 Oct 2019 19:31:54.109,3 Oct 2019 19:40:24.464,510.355,,
395,4 Oct 2019 10:35:05.480,4 Oct 2019 10:44:19.951,554.47,,
396,4 Oct 2019 12:10:20.403,4 Oct 2019 12:21:03.963,643.56,,
397,4 Oct 2019 13:47:21.362,4 Oct 2019 13:57:32.423,611.061,,
398,4 Oct 2019 15:24:30.521,4 Oct 2019 15:34:36.594,606.073,,
399,4 Oct 2019 17:01:02.728,4 Oct 2019 17:11:44.626,641.898,,
400,4 Oct 2019 18:37:38.173,4 Oct 2019 18:47:22.944,584.771,,
401,5 Oct 2019 09:42:18.713,5 Oct 2019 09:49:53.977,455.264,,
402,5 Oct 2019 11:16:31.257,5 Oct 2019 11:27:09.246,637.99,,
403,5 Oct 2019 12:53:10.224,5 Oct 2019 13:03:33.956,623.732,,
404,5 Oct 2019 14:30:25.765,5 Oct 2019 14:40:25.728,599.963,,
405,5 Oct 2019 16:07:08.696,5 Oct 2019 16:17:41.334,632.637,,
406,5 Oct 2019 17:43:34.766,5 Oct 2019 17:53:59.100,624.334,,
407,5 Oct 2019 19:21:33.226,5 Oct 2019 19:27:06.834,333.609,,
408,6 Oct 2019 08:50:30.229,6 Oct 2019 08:54:39.352,249.123,,
409,6 Oct 2019 10:22:55.605,6 Oct 2019 10:33:10.792,615.187,,
410,6 Oct 2019 11:59:02.618,6 Oct 2019 12:09:38.650,636.032,,
411,6 Oct 2019 13:36:16.954,6 Oct 2019 13:46:17.979,601.025,,
412,6 Oct 2019 15:13:12.629,6 Oct 2019 15:23:32.292,619.664,,
413,6 Oct 2019 16:49:37.790,6 Oct 2019 17:00:18.997,641.207,,
414,6 Oct 2019 18:26:40.956,6 Oct 2019 18:34:53.047,492.091,,
415,7 Oct 2019 09:29:37.657,7 Oct 2019 09:39:04.528,566.871,,
416,7 Oct 2019 11:05:01.684,7 Oct 2019 11:15:44.875,643.191,,
417,7 Oct 2019 12:42:05.589,7 Oct 2019 12:52:14.519,608.93,,
418,7 Oct 2019 14:19:13.039,7 Oct 2019 14:29:20.655,607.615,,
419,7 Oct 2019 15:55:43.670,7 Oct 2019 16:06:26.408,642.739,,
420,7 Oct 2019 17:32:21.783,7 Oct 2019 17:41:56.548,574.765,,
421,8 Oct 2019 08:36:44.929,8 Oct 2019 08:44:42.859,477.93,,
422,8 Oct 2019 10:11:10.481,8 Oct 2019 10:21:50.571,640.09,,
423,8 Oct 2019 11:47:54.158,8 Oct 2019 11:58:15.384,621.226,,
424,8 Oct 2019 13:25:09.107,8 Oct 2019 13:35:09.429,600.322,,
425,8 Oct 2019 15:01:49.858,8 Oct 2019 15:12:24.451,634.593,,
426,8 Oct 2019 16:38:16.775,8 Oct 2019 16:48:36.114,619.339,,
427,8 Oct 2019 18:16:32.319,8 Oct 2019 18:21:21.181,288.862,,
428,9 Oct 2019 07:44:39.928,9 Oct 2019 07:49:43.140,303.213,,
429,9 Oct 2019 09:17:32.170,9 Oct 2019 09:27:53.091,620.921,,
430,9 Oct 2019 10:53:45.689,9 Oct 2019 11:04:19.664,633.974,,
431,9 Oct 2019 12:31:00.958,9 Oct 2019 12:41:01.010,600.052,,
432,9 Oct 2019 14:07:54.332,9 Oct 2019 14:18:16.183,621.851,,
433,9 Oct 2019 15:44:19.022,9 Oct 2019 15:54:58.581,639.56,,
434,9 Oct 2019 17:21:28.663,9 Oct 2019 17:29:20.550,471.887,,
435,10 Oct 2019 08:24:10.666,10 Oct 2019 08:33:48.706,578.041,,
436,10 Oct 2019 09:59:43.343,10 Oct 2019 10:10:25.810,642.467,,
437,10 Oct 2019 11:36:49.902,10 Oct 2019 11:46:56.772,606.87,,
438,10 Oct 2019 13:13:55.507,10 Oct 2019 13:24:04.763,609.256,,
439,10 Oct 2019 14:50:24.671,10 Oct 2019 15:01:07.963,643.292,,
440,10 Oct 2019 16:27:05.796,10 Oct 2019 16:36:29.538,563.742,,
441,11 Oct 2019 07:31:12.566,11 Oct 2019 07:39:30.779,498.212,,
442,11 Oct 2019 09:05:50.184,11 Oct 2019 09:16:31.839,641.655,,
443,11 Oct 2019 10:42:38.271,11 Oct 2019 10:52:56.951,618.68,,
444,11 Oct 2019 12:19:52.404,11 Oct 2019 12:29:53.254,600.85,,
445,11 Oct 2019 13:56:31.034,11 Oct 2019 14:07:07.429,636.395,,
446,11 Oct 2019 15:32:59.021,11 Oct 2019 15:43:12.695,613.673,,
447,11 Oct 2019 17:11:36.983,11 Oct 2019 17:15:29.765,232.782,,
448,12 Oct 2019 06:38:55.191,12 Oct 2019 06:44:41.847,346.655,,
449,12 Oct 2019 08:12:09.326,12 Oct 2019 08:22:35.244,625.918,,
450,12 Oct 2019 09:48:29.042,12 Oct 2019 09:59:00.774,631.732,,
451,12 Oct 2019 11:25:44.967,12 Oct 2019 11:35:44.205,599.238,,
452,12 Oct 2019 13:02:36.010,12 Oct 2019 13:13:00.026,624.016,,
453,12 Oct 2019 14:39:00.398,12 Oct 2019 14:49:37.848,637.45,,
454,12 Oct 2019 16:16:17.385,12 Oct 2019 16:23:46.862,449.477,,
455,13 Oct 2019 07:18:44.480,13 Oct 2019 07:28:32.542,588.062,,
456,13 Oct 2019 08:54:25.371,13 Oct 2019 09:05:06.790,641.419,,
457,13 Oct 2019 10:31:34.292,13 Oct 2019 10:41:39.198,604.906,,
458,13 Oct 2019 12:08:37.921,13 Oct 2019 12:18:48.917,610.996,,
459,13 Oct 2019 13:45:05.751,13 Oct 2019 13:55:49.295,643.545,,
460,13 Oct 2019 15:21:50.289,13 Oct 2019 15:31:01.889,551.601,,
461,14 Oct 2019 06:25:41.493,14 Oct 2019 06:34:17.885,516.392,,
462,14 Oct 2019 08:00:30.356,14 Oct 2019 08:11:13.093,642.737,,
463,14 Oct 2019 09:37:22.554,14 Oct 2019 09:47:38.671,616.117,,
464,14 Oct 2019 11:14:35.653,14 Oct 2019 11:24:37.202,601.549,,
465,14 Oct 2019 12:51:12.238,14 Oct 2019 13:01:50.268,638.03,,
466,14 Oct 2019 14:27:41.542,14 Oct 2019 14:37:48.844,607.302,,
467,14 Oct 2019 16:06:53.314,14 Oct 2019 16:09:26.528,153.214,,
468,15 Oct 2019 05:33:14.194,15 Oct 2019 05:39:37.300,383.106,,
469,15 Oct 2019 07:06:47.082,15 Oct 2019 07:17:17.264,630.182,,
470,15 Oct 2019 08:43:12.660,15 Oct 2019 08:53:42.005,629.345,,
471,15 Oct 2019 10:20:28.968,15 Oct 2019 10:30:27.580,598.612,,
472,15 Oct 2019 11:57:17.673,15 Oct 2019 12:07:43.830,626.158,,
473,15 Oct 2019 13:33:41.950,15 Oct 2019 13:44:16.799,634.849,,
474,15 Oct 2019 15:11:07.354,15 Oct 2019 15:18:11.787,424.433,,
475,16 Oct 2019 06:13:19.074,16 Oct 2019 06:23:16.077,597.003,,
476,16 Oct 2019 07:49:07.763,16 Oct 2019 07:59:47.840,640.076,,
477,16 Oct 2019 09:26:18.744,16 Oct 2019 09:36:21.825,603.08,,
478,16 Oct 2019 11:03:20.294,16 Oct 2019 11:13:33.125,612.831,,
479,16 Oct 2019 12:39:46.932,16 Oct 2019 12:50:30.398,643.466,,
480,16 Oct 2019 14:16:35.326,16 Oct 2019 14:25:33.560,538.234,,
481,17 Oct 2019 05:20:11.593,17 Oct 2019 05:29:04.295,532.702,,
482,17 Oct 2019 06:55:10.994,17 Oct 2019 07:05:54.341,643.347,,
483,17 Oct 2019 08:32:06.992,17 Oct 2019 08:42:20.575,613.584,,
484,17 Oct 2019 10:09:18.857,17 Oct 2019 10:19:21.291,602.435,,
485,17 Oct 2019 11:45:53.482,17 Oct 2019 11:56:32.972,639.49,,
486,17 Oct 2019 13:22:24.380,17 Oct 2019 13:32:24.544,600.163,,
487,18 Oct 2019 04:27:36.009,18 Oct 2019 04:34:30.421,414.412,,
488,18 Oct 2019 06:01:25.413,18 Oct 2019 06:11:59.192,633.779,,
489,18 Oct 2019 07:37:56.532,18 Oct 2019 07:48:23.379,626.847,,
490,18 Oct 2019 09:15:12.954,18 Oct 2019 09:25:11.149,598.195,,
491,18 Oct 2019 10:51:59.326,18 Oct 2019 11:02:27.593,628.267,,
492,18 Oct 2019 12:28:23.701,18 Oct 2019 12:38:55.427,631.726,,
493,18 Oct 2019 14:05:58.848,18 Oct 2019 14:12:35.054,396.206,,
494,19 Oct 2019 03:36:38.170,19 Oct 2019 03:38:28.480,110.31,,
495,19 Oct 2019 05:07:54.415,19 Oct 2019 05:17:59.355,604.939,,
496,19 Oct 2019 06:43:50.509,19 Oct 2019 06:54:28.976,638.467,,
497,19 Oct 2019 08:21:03.241,19 Oct 2019 08:31:04.662,601.422,,
498,19 Oct 2019 09:58:02.618,19 Oct 2019 10:08:17.386,614.767,,
499,19 Oct 2019 11:34:28.226,19 Oct 2019 11:45:11.267,643.041,,
500,19 Oct 2019 13:11:20.988,19 Oct 2019 13:20:04.484,523.496,,
501,20 Oct 2019 04:14:42.784,20 Oct 2019 04:23:50.101,547.317,,
502,20 Oct 2019 05:49:52.080,20 Oct 2019 06:00:35.606,643.526,,
503,20 Oct 2019 07:26:51.564,20 Oct 2019 07:37:02.681,611.117,,
504,20 Oct 2019 09:04:02.001,20 Oct 2019 09:14:05.520,603.519,,
505,20 Oct 2019 10:40:34.775,20 Oct 2019 10:51:15.532,640.757,,
506,20 Oct 2019 12:17:07.572,20 Oct 2019 12:26:59.767,592.195,,
507,21 Oct 2019 03:22:00.078,21 Oct 2019 03:29:21.779,441.701,,
508,21 Oct 2019 04:56:04.305,21 Oct 2019 05:06:41.033,636.727,,
509,21 Oct 2019 06:32:40.635,21 Oct 2019 06:43:04.913,624.278,,
510,21 Oct 2019 08:09:56.897,21 Oct 2019 08:19:54.918,598.02,,
511,21 Oct 2019 09:46:40.970,21 Oct 2019 09:57:11.306,630.336,,
512,21 Oct 2019 11:23:05.661,21 Oct 2019 11:33:33.709,628.047,,
513,21 Oct 2019 13:00:52.303,21 Oct 2019 13:06:56.270,363.967,,
514,22 Oct 2019 02:30:24.696,22 Oct 2019 02:33:55.830,211.134,,
515,22 Oct 2019 04:02:30.474,22 Oct 2019 04:12:42.395,611.921,,
516,22 Oct 2019 05:38:33.587,22 Oct 2019 05:49:10.221,636.634,,
517,22 Oct 2019 07:15:47.761,22 Oct 2019 07:25:47.726,599.966,,
518,22 Oct 2019 08:52:44.887,22 Oct 2019 09:03:01.693,616.806,,
519,22 Oct 2019 10:29:09.646,22 Oct 2019 10:39:51.886,642.239,,
520,22 Oct 2019 12:06:07.363,22 Oct 2019 12:14:34.581,507.218,,
521,23 Oct 2019 03:09:14.978,23 Oct 2019 03:18:35.383,560.405,,
522,23 Oct 2019 04:44:33.596,23 Oct 2019 04:55:16.899,643.303,,
523,23 Oct 2019 06:21:36.236,23 Oct 2019 06:31:44.993,608.757,,
524,23 Oct 2019 07:58:45.073,23 Oct 2019 08:08:49.886,604.813,,
525,23 Oct 2019 09:35:16.121,23 Oct 2019 09:45:57.938,641.817,,
526,23 Oct 2019 11:11:51.156,23 Oct 2019 11:21:34.480,583.325,,
527,24 Oct 2019 02:16:26.018,24 Oct 2019 02:24:11.721,465.703,,
528,24 Oct 2019 03:50:43.732,24 Oct 2019 04:01:22.812,639.08,,
529,24 Oct 2019 05:27:24.937,24 Oct 2019 05:37:46.622,621.685,,
530,24 Oct 2019 07:04:40.776,24 Oct 2019 07:14:38.887,598.111,,
531,24 Oct 2019 08:41:22.605,24 Oct 2019 08:51:54.952,632.346,,
532,24 Oct 2019 10:17:47.863,24 Oct 2019 10:28:11.624,623.761,,
533,24 Oct 2019 11:55:48.378,24 Oct 2019 12:01:14.770,326.392,,
534,25 Oct 2019 01:24:30.420,25 Oct 2019 01:29:04.428,274.008,,
535,25 Oct 2019 02:57:07.201,25 Oct 2019 03:07:25.231,618.03,,
536,25 Oct 2019 04:33:16.966,25 Oct 2019 04:43:51.579,634.612,,
537,25 Oct 2019 06:10:32.266,25 Oct 2019 06:20:31.019,598.753,,
538,25 Oct 2019 07:47:27.100,25 Oct 2019 07:57:46.031,618.931,,
539,25 Oct 2019 09:23:51.203,25 Oct 2019 09:34:32.240,641.037,,
540,25 Oct 2019 11:00:54.568,25 Oct 2019 11:09:03.740,489.171,,
541,26 Oct 2019 02:03:48.095,26 Oct 2019 02:13:20.196,572.101,,
542,26 Oct 2019 03:39:15.516,26 Oct 2019 03:49:58.238,642.722,,
543,26 Oct 2019 05:16:20.981,26 Oct 2019 05:26:27.534,606.553,,
544,26 Oct 2019 06:53:28.056,26 Oct 2019 07:03:34.374,606.318,,
545,26 Oct 2019 08:29:57.525,26 Oct 2019 08:40:40.156,642.631,,
546,26 Oct 2019 10:06:35.180,26 Oct 2019 10:16:08.624,573.444,,
547,27 Oct 2019 01:10:53.550,27 Oct 2019 01:19:00.514,486.964,,
548,27 Oct 2019 02:45:23.662,27 Oct 2019 02:56:04.538,640.876,,
549,27 Oct 2019 04:22:09.410,27 Oct 2019 04:32:28.514,619.105,,
550,27 Oct 2019 05:59:24.576,27 Oct 2019 06:09:23.050,598.474,,
551,27 Oct 2019 07:36:04.230,27 Oct 2019 07:46:38.509,634.279,,
552,27 Oct 2019 09:12:30.323,27 Oct 2019 09:22:49.136,618.813,,
553,27 Oct 2019 10:50:48.207,27 Oct 2019 10:55:29.406,281.198,,
554,28 Oct 2019 00:18:43.755,28 Oct 2019 00:24:05.825,322.071,,
555,28 Oct 2019 01:51:44.559,28 Oct 2019 02:02:07.876,623.317,,
556,28 Oct 2019 03:28:00.613,28 Oct 2019 03:38:33.060,632.447,,
557,28 Oct 2019 05:05:16.721,28 Oct 2019 05:15:14.539,597.818,,
558,28 Oct 2019 06:42:09.240,28 Oct 2019 06:52:30.379,621.139,,
559,28 Oct 2019 08:18:32.902,28 Oct 2019 08:29:12.296,639.394,,
560,28 Oct 2019 09:55:42.742,28 Oct 2019 10:03:31.802,469.061,,
561,29 Oct 2019 00:58:22.057,29 Oct 2019 01:08:04.583,582.526,,
562,29 Oct 2019 02:33:57.793,29 Oct 2019 02:44:39.624,641.831,,
563,29 Oct 2019 04:11:05.756,29 Oct 2019 04:21:10.295,604.54,,
564,29 Oct 2019 05:48:10.932,29 Oct 2019 05:58:18.965,608.033,,
565,29 Oct 2019 07:24:38.975,29 Oct 2019 07:35:22.168,643.193,,
566,29 Oct 2019 09:01:19.675,29 Oct 2019 09:10:42.138,562.463,,
567,30 Oct 2019 00:05:22.453,30 Oct 2019 00:13:48.323,505.87,,
568,30 Oct 2019 01:40:04.052,30 Oct 2019 01:50:46.221,642.169,,
569,30 Oct 2019 03:16:54.008,30 Oct 2019 03:27:10.590,616.582,,
570,30 Oct 2019 04:54:08.253,30 Oct 2019 05:04:07.389,599.136,,
571,30 Oct 2019 06:30:45.824,30 Oct 2019 06:41:21.948,636.124,,
572,30 Oct 2019 08:07:13.057,30 Oct 2019 08:17:26.200,613.143,,
573,30 Oct 2019 09:45:54.175,30 Oct 2019 09:49:37.780,223.605,,
574,30 Oct 2019 23:13:01.658,30 Oct 2019 23:19:03.032,361.374,,
575,31 Oct 2019 00:46:22.502,31 Oct 2019 00:56:50.343,627.841,,
576,31 Oct 2019 02:22:44.488,31 Oct 2019 02:33:14.668,630.18,,
577,31 Oct 2019 04:00:01.100,31 Oct 2019 04:09:58.278,597.177,,
578,31 Oct 2019 05:36:51.296,31 Oct 2019 05:47:14.707,623.411,,
579,31 Oct 2019 07:13:14.747,31 Oct 2019 07:23:52.018,637.271,,
580,31 Oct 2019 08:50:32.044,31 Oct 2019 08:57:58.581,446.537,,
581,31 Oct 2019 23:52:56.788,1 Nov 2019 00:02:48.583,591.795,,
582,1 Nov 2019 01:28:40.395,1 Nov 2019 01:39:21.062,640.667,,
583,1 Nov 2019 03:05:50.521,1 Nov 2019 03:15:53.275,602.754,,
584,1 Nov 2019 04:42:53.676,1 Nov 2019 04:53:03.632,609.956,,
585,1 Nov 2019 06:19:20.483,1 Nov 2019 06:30:03.936,643.453,,
586,1 Nov 2019 07:56:04.705,1 Nov 2019 08:05:14.943,550.238,,
587,1 Nov 2019 22:59:52.551,1 Nov 2019 23:08:35.293,522.742,,
588,2 Nov 2019 00:34:44.862,2 Nov 2019 00:45:27.852,642.99,,
589,2 Nov 2019 02:11:38.690,2 Nov 2019 02:21:52.855,614.165,,
590,2 Nov 2019 03:48:51.797,2 Nov 2019 03:58:51.888,600.091,,
591,2 Nov 2019 05:25:27.398,2 Nov 2019 05:36:05.236,637.838,,
592,2 Nov 2019 07:01:56.081,2 Nov 2019 07:12:02.765,606.684,,
593,2 Nov 2019 08:41:13.798,2 Nov 2019 08:43:32.344,138.546,,
594,2 Nov 2019 22:07:22.734,2 Nov 2019 22:13:57.379,394.644,,
595,2 Nov 2019 23:41:00.973,2 Nov 2019 23:51:32.645,631.672,,
596,3 Nov 2019 01:17:28.543,3 Nov 2019 01:27:56.402,627.859,,
597,3 Nov 2019 02:54:45.370,3 Nov 2019 03:04:42.218,596.849,,
598,3 Nov 2019 04:31:33.260,3 Nov 2019 04:41:58.981,625.721,,
599,3 Nov 2019 06:07:56.745,3 Nov 2019 06:18:31.358,634.613,,
600,3 Nov 2019 07:45:22.721,3 Nov 2019 07:52:23.811,421.09,,
601,3 Nov 2019 22:47:32.220,3 Nov 2019 22:57:32.233,600.013,,
602,4 Nov 2019 00:23:23.277,4 Nov 2019 00:34:02.553,639.276,,
603,4 Nov 2019 02:00:35.241,4 Nov 2019 02:10:36.466,601.226,,
604,4 Nov 2019 03:37:36.270,4 Nov 2019 03:47:48.342,612.072,,
605,4 Nov 2019 05:14:02.034,4 Nov 2019 05:24:45.421,643.386,,
606,4 Nov 2019 06:50:50.325,4 Nov 2019 06:59:46.939,536.614,,
607,4 Nov 2019 21:54:23.703,4 Nov 2019 22:03:21.527,537.824,,
608,4 Nov 2019 23:29:26.042,4 Nov 2019 23:40:09.448,643.406,,
609,5 Nov 2019 01:06:23.413,5 Nov 2019 01:16:35.292,611.88,,
610,5 Nov 2019 02:43:35.171,5 Nov 2019 02:53:36.508,601.338,,
611,5 Nov 2019 04:20:08.928,5 Nov 2019 04:30:48.330,639.402,,
612,5 Nov 2019 05:56:39.414,5 Nov 2019 06:06:38.774,599.36,,
613,5 Nov 2019 21:01:46.213,5 Nov 2019 21:08:49.609,423.396,,
614,5 Nov 2019 22:35:39.921,5 Nov 2019 22:46:14.786,634.865,,
615,6 Nov 2019 00:12:12.739,6 Nov 2019 00:22:38.256,625.518,,
616,6 Nov 2019 01:49:29.487,6 Nov 2019 01:59:26.339,596.852,,
617,6 Nov 2019 03:26:15.108,6 Nov 2019 03:36:43.158,628.049,,
618,6 Nov 2019 05:02:38.899,6 Nov 2019 05:13:10.276,631.378,,
619,6 Nov 2019 06:40:15.079,6 Nov 2019 06:46:47.125,392.046,,
620,6 Nov 2019 20:10:34.038,6 Nov 2019 20:13:02.040,148.002,,
621,6 Nov 2019 21:42:08.271,6 Nov 2019 21:52:15.547,607.276,,
622,6 Nov 2019 23:18:06.392,6 Nov 2019 23:28:44.085,637.692,,
623,7 Nov 2019 00:55:19.862,7 Nov 2019 01:05:19.844,599.983,,
624,7 Nov 2019 02:32:18.707,7 Nov 2019 02:42:33.057,614.35,,
625,7 Nov 2019 04:08:43.639,7 Nov 2019 04:19:26.583,642.943,,
626,7 Nov 2019 05:45:36.607,7 Nov 2019 05:54:18.019,521.412,,
627,7 Nov 2019 20:48:55.766,7 Nov 2019 20:58:07.110,551.343,,
628,7 Nov 2019 22:24:07.557,7 Nov 2019 22:34:51.005,643.448,,
629,8 Nov 2019 00:01:08.136,8 Nov 2019 00:11:17.901,609.765,,
630,8 Nov 2019 01:38:18.352,8 Nov 2019 01:48:21.223,602.871,,
631,8 Nov 2019 03:14:50.419,8 Nov 2019 03:25:31.193,640.774,,
632,8 Nov 2019 04:51:23.085,8 Nov 2019 05:01:14.160,591.075,,
633,8 Nov 2019 19:56:11.582,8 Nov 2019 20:03:40.182,448.601,,
634,8 Nov 2019 21:30:19.300,8 Nov 2019 21:40:56.777,637.477,,
635,8 Nov 2019 23:06:57.025,8 Nov 2019 23:17:20.223,623.197,,
636,9 Nov 2019 00:44:13.426,9 Nov 2019 00:54:10.610,597.184,,
637,9 Nov 2019 02:20:56.843,9 Nov 2019 02:31:27.204,630.361,,
638,9 Nov 2019 03:57:21.212,9 Nov 2019 04:07:48.715,627.503,,
639,9 Nov 2019 05:35:09.607,9 Nov 2019 05:41:08.011,358.403,,
640,9 Nov 2019 19:04:30.495,9 Nov 2019 19:08:19.812,229.317,,
641,9 Nov 2019 20:36:44.889,9 Nov 2019 20:46:58.559,613.67,,
642,9 Nov 2019 22:12:49.704,9 Nov 2019 22:23:25.663,635.959,,
643,9 Nov 2019 23:50:04.362,10 Nov 2019 00:00:03.397,599.035,,
644,10 Nov 2019 01:27:00.969,10 Nov 2019 01:37:17.735,616.766,,
645,10 Nov 2019 03:03:25.286,10 Nov 2019 03:14:07.363,642.077,,
646,10 Nov 2019 04:40:23.632,10 Nov 2019 04:48:48.047,504.415,,
647,10 Nov 2019 19:43:28.638,10 Nov 2019 19:52:52.114,563.476,,
648,10 Nov 2019 21:18:49.360,10 Nov 2019 21:29:32.508,643.148,,
649,10 Nov 2019 22:55:52.808,10 Nov 2019 23:06:00.652,607.844,,
650,11 Nov 2019 00:33:01.336,11 Nov 2019 00:43:05.994,604.658,,
651,11 Nov 2019 02:09:31.863,11 Nov 2019 02:20:13.780,641.916,,
652,11 Nov 2019 03:46:07.118,11 Nov 2019 03:55:48.847,581.729,,
653,11 Nov 2019 18:50:38.490,11 Nov 2019 18:58:29.401,470.911,,
654,11 Nov 2019 20:24:59.059,11 Nov 2019 20:35:38.624,639.564,,
655,11 Nov 2019 22:01:41.370,11 Nov 2019 22:12:02.285,620.915,,
656,11 Nov 2019 23:38:57.160,11 Nov 2019 23:48:54.996,597.835,,
657,12 Nov 2019 01:15:38.454,12 Nov 2019 01:26:11.066,632.612,,
658,12 Nov 2019 02:52:03.701,12 Nov 2019 03:02:26.624,622.922,,
659,12 Nov 2019 04:30:07.074,12 Nov 2019 04:35:25.639,318.566,,
660,12 Nov 2019 17:58:39.574,12 Nov 2019 18:03:25.118,285.545,,
661,12 Nov 2019 19:31:22.006,12 Nov 2019 19:41:41.280,619.274,,
