"Time (UTCG)","Power (W)","Solar Intensity"
25 Jun 2020 11:10:10.000,4.544,1.000000
25 Jun 2020 11:10:15.000,4.558,1.000000
25 Jun 2020 11:10:20.000,4.559,1.000000
25 Jun 2020 11:10:25.000,4.578,1.000000
25 Jun 2020 11:10:30.000,4.573,1.000000
25 Jun 2020 11:10:35.000,4.577,1.000000
25 Jun 2020 11:10:40.000,4.605,1.000000
25 Jun 2020 11:10:45.000,4.610,1.000000
25 Jun 2020 11:10:50.000,4.607,1.000000
25 Jun 2020 11:10:55.000,4.621,1.000000
25 Jun 2020 11:11:00.000,4.639,1.000000
25 Jun 2020 11:11:05.000,4.615,1.000000
25 Jun 2020 11:11:10.000,4.631,1.000000
25 Jun 2020 11:11:15.000,4.640,1.000000
25 Jun 2020 11:11:20.000,4.627,1.000000
25 Jun 2020 11:11:25.000,4.641,1.000000
25 Jun 2020 11:11:30.000,4.655,1.000000
25 Jun 2020 11:11:35.000,4.653,1.000000
25 Jun 2020 11:11:40.000,4.658,1.000000
25 Jun 2020 11:11:45.000,4.664,1.000000
25 Jun 2020 11:11:50.000,4.674,1.000000
25 Jun 2020 11:11:55.000,4.669,1.000000
25 Jun 2020 11:12:00.000,4.671,1.000000
25 Jun 2020 11:12:05.000,4.684,1.000000
25 Jun 2020 11:12:10.000,4.688,1.000000
25 Jun 2020 11:12:15.000,4.679,1.000000
25 Jun 2020 11:12:20.000,4.697,1.000000
25 Jun 2020 11:12:25.000,4.699,1.000000
25 Jun 2020 11:12:30.000,4.691,1.000000
25 Jun 2020 11:12:35.000,4.703,1.000000
25 Jun 2020 11:12:40.000,4.698,1.000000
25 Jun 2020 11:12:45.000,4.707,1.000000
25 Jun 2020 11:12:50.000,4.717,1.000000
25 Jun 2020 11:12:55.000,4.711,1.000000
25 Jun 2020 11:13:00.000,4.728,1.000000
25 Jun 2020 11:13:05.000,4.724,1.000000
25 Jun 2020 11:13:10.000,4.736,1.000000
25 Jun 2020 11:13:15.000,4.730,1.000000
25 Jun 2020 11:13:20.000,4.743,1.000000
25 Jun 2020 11:13:25.000,4.738,1.000000
25 Jun 2020 11:13:30.000,4.735,1.000000
25 Jun 2020 11:13:35.000,4.743,1.000000
25 Jun 2020 11:13:40.000,4.753,1.000000
25 Jun 2020 11:13:45.000,4.755,1.000000
25 Jun 2020 11:13:50.000,4.742,1.000000
25 Jun 2020 11:13:55.000,4.740,1.000000
25 Jun 2020 11:14:00.000,4.759,1.000000
25 Jun 2020 11:14:05.000,4.771,1.000000
25 Jun 2020 11:14:10.000,4.756,1.000000
25 Jun 2020 11:14:15.000,4.780,1.000000
25 Jun 2020 11:14:20.000,4.782,1.000000
25 Jun 2020 11:14:25.000,4.782,1.000000
25 Jun 2020 11:14:30.000,4.786,1.000000
25 Jun 2020 11:14:35.000,4.793,1.000000
25 Jun 2020 11:14:40.000,4.793,1.000000
25 Jun 2020 11:14:45.000,4.799,1.000000
25 Jun 2020 11:14:50.000,4.807,1.000000
25 Jun 2020 11:14:55.000,4.808,1.000000
25 Jun 2020 11:15:00.000,4.798,1.000000
25 Jun 2020 11:15:05.000,4.818,1.000000
25 Jun 2020 11:15:10.000,4.805,1.000000
25 Jun 2020 11:15:15.000,4.833,1.000000
25 Jun 2020 11:15:20.000,4.822,1.000000
25 Jun 2020 11:15:25.000,4.823,1.000000
25 Jun 2020 11:15:30.000,4.815,1.000000
25 Jun 2020 11:15:35.000,4.823,1.000000
25 Jun 2020 11:15:40.000,4.828,1.000000
25 Jun 2020 11:15:45.000,4.844,1.000000
25 Jun 2020 11:15:50.000,4.827,1.000000
25 Jun 2020 11:15:55.000,4.836,1.000000
25 Jun 2020 11:16:00.000,4.849,1.000000
25 Jun 2020 11:16:05.000,4.844,1.000000
25 Jun 2020 11:16:10.000,4.839,1.000000
25 Jun 2020 11:16:15.000,4.848,1.000000
25 Jun 2020 11:16:20.000,4.857,1.000000
25 Jun 2020 11:16:25.000,4.853,1.000000
25 Jun 2020 11:16:30.000,4.857,1.000000
25 Jun 2020 11:16:35.000,4.858,1.000000
25 Jun 2020 11:16:40.000,4.858,1.000000
25 Jun 2020 11:16:45.000,4.875,1.000000
25 Jun 2020 11:16:50.000,4.872,1.000000
25 Jun 2020 11:16:55.000,4.872,1.000000
25 Jun 2020 11:17:00.000,4.877,1.000000
25 Jun 2020 11:17:05.000,4.876,1.000000
25 Jun 2020 11:17:10.000,4.892,1.000000
25 Jun 2020 11:17:15.000,4.885,1.000000
25 Jun 2020 11:17:20.000,4.879,1.000000
25 Jun 2020 11:17:25.000,4.885,1.000000
25 Jun 2020 11:17:30.000,4.882,1.000000
25 Jun 2020 11:17:35.000,4.919,1.000000
25 Jun 2020 11:17:40.000,4.905,1.000000
25 Jun 2020 11:17:45.000,4.895,1.000000
25 Jun 2020 11:17:50.000,4.895,1.000000
25 Jun 2020 11:17:55.000,4.892,1.000000
25 Jun 2020 11:18:00.000,4.895,1.000000
25 Jun 2020 11:18:05.000,4.909,1.000000
25 Jun 2020 11:18:10.000,4.904,1.000000
25 Jun 2020 11:18:15.000,4.908,1.000000
25 Jun 2020 11:18:20.000,4.897,1.000000
25 Jun 2020 11:18:25.000,4.912,1.000000
25 Jun 2020 11:18:30.000,4.919,1.000000
25 Jun 2020 11:18:35.000,4.905,1.000000
25 Jun 2020 11:18:40.000,4.904,1.000000
25 Jun 2020 11:18:45.000,4.939,1.000000
25 Jun 2020 11:18:50.000,4.925,1.000000
25 Jun 2020 11:18:55.000,4.905,1.000000
25 Jun 2020 11:19:00.000,4.928,1.000000
25 Jun 2020 11:19:05.000,4.948,1.000000
25 Jun 2020 11:19:10.000,4.936,1.000000
25 Jun 2020 11:19:15.000,4.918,1.000000
25 Jun 2020 11:19:20.000,4.932,1.000000
25 Jun 2020 11:19:25.000,4.932,1.000000
